accession,true_label_count,any_unseen_true_label,all_true_labels_unseen,min_true_label_train_count,B1_ESM2_only_top1_prob,B1_ESM2_only_prob_sum,B1_ESM2_only_entropy,B3_contact_only_top1_prob,B3_contact_only_prob_sum,B3_contact_only_entropy,Fusion_ESM2_contact_top1_prob,Fusion_ESM2_contact_prob_sum,Fusion_ESM2_contact_entropy
A7GXG2,1,True,True,0,0.056277607,0.17869112,0.93840915,0.057906687,0.16659494,0.91769934,0.019319294,0.022021068,0.11852621
A7H8C1,1,True,True,0,0.013857317,0.093798965,0.6084421,0.072520696,0.4593964,2.6613312,0.010941494,0.016245913,0.09929972
A7HSH4,1,True,True,0,0.03152403,0.09253008,0.49330306,0.028185362,0.1617459,1.0411603,0.04518539,0.08734206,0.39930397
A7I064,1,True,True,0,0.09343613,0.24567199,1.1638403,0.022316882,0.13897787,0.9718308,0.012002945,0.028286055,0.16568772
A7I774,1,True,True,0,0.055950943,0.16926976,0.92234975,0.06306023,0.23048249,1.4284304,0.0026252533,0.007731857,0.058571473
A7IHP3,1,True,True,0,0.0759109,0.24173044,1.2028673,0.01664262,0.13553008,1.0205861,0.0011034193,0.0041217734,0.034821726
A7NQZ5,1,True,True,0,0.053846475,0.15572616,0.82239074,0.018308125,0.08993454,0.64104694,0.0032241687,0.0075476468,0.056018423
A7X766,1,True,True,0,0.053172156,0.19666956,1.1068795,0.03251244,0.36421794,2.6485553,0.002285337,0.0028582048,0.021665594
A7Z965,1,True,True,0,0.03226969,0.16486289,0.9264854,0.009416427,0.10810949,0.79121244,0.0036104163,0.0048643625,0.035565518
A7ZEG5,1,True,True,0,0.075314336,0.16832305,0.80917823,0.03598154,0.12892647,0.8006331,0.0049654883,0.010274277,0.06994556
A8AY27,1,True,True,0,0.029055594,0.16238943,0.95933455,0.01661731,0.16495487,1.2357091,0.010131563,0.019123489,0.11320611
A8ETG3,1,True,True,0,0.020458149,0.1451436,0.87590826,0.01252783,0.1245514,0.94589216,0.046204362,0.06531364,0.297904
A8FHR2,1,True,True,0,0.048069697,0.14938402,0.8481399,0.020741448,0.19958788,1.4354076,0.0034034022,0.0047574653,0.035797555
A8G2U2,1,True,True,0,0.016402641,0.095385544,0.5950331,0.016829876,0.119888864,0.79567325,0.17409767,0.19826484,0.5832283
A8HYU9,1,True,True,0,0.083840065,0.2677786,1.2797135,0.015550668,0.11235066,0.8221455,0.001579104,0.0041681714,0.034305602
A8LGQ5,1,True,True,0,0.03812437,0.12955101,0.7359487,0.031637218,0.082314484,0.5121913,0.013790657,0.028288884,0.16591334
A8LQZ6,1,True,True,0,0.0775638,0.18623386,0.9402567,0.010578598,0.0943034,0.72556794,0.0024987203,0.007547943,0.059589908
A8LX62,1,True,True,0,0.028397486,0.12561622,0.77021444,0.06937785,0.16804649,0.9235858,0.0048415842,0.011685424,0.08176184
A8M909,1,True,True,0,0.062023226,0.27609324,1.5463842,0.008467066,0.032620758,0.22594815,0.12024436,0.12349293,0.3943554
A8Z5H6,1,True,True,0,0.053172264,0.19666967,1.10688,0.022493297,0.29508945,2.2043223,0.0018607992,0.00242934,0.019017357
A8ZUC7,1,True,True,0,0.103625424,0.2501779,1.1959271,0.014723177,0.11613692,0.7861187,0.011122007,0.021704454,0.12525475
A9A756,1,True,True,0,0.04115806,0.13456967,0.7973337,0.030690514,0.20215552,1.4730636,0.0013895029,0.0030307036,0.02508409
A9BDS9,1,True,True,0,0.038447637,0.13214356,0.7478495,0.0071332324,0.09138188,0.6909565,0.047288995,0.066144794,0.29368842
A9GZY1,1,True,True,0,0.017305868,0.09577386,0.5899727,0.05745655,0.1358194,0.7535268,0.05406932,0.0597259,0.2514804
A9HWC8,1,True,True,0,0.08554258,0.19193013,0.8912617,0.009653122,0.10804845,0.83066463,0.0006214114,0.0019466229,0.018312888
A9KNX4,1,True,True,0,0.023878783,0.14232188,0.8331619,0.027781537,0.23100936,1.6181769,0.01585523,0.020323338,0.11575117
A9M9R5,1,True,True,0,0.012141506,0.06584473,0.41559812,0.028331274,0.12392585,0.75370634,0.0077589364,0.014188238,0.09326461
A9VLH4,1,True,True,0,0.016985128,0.11227686,0.71672595,0.02195186,0.18436101,1.4237885,0.00996402,0.011592113,0.06967963
A9W5T6,1,True,True,0,0.05888227,0.23298444,1.1343778,0.008951061,0.118869424,0.9026679,0.0017978409,0.005023732,0.041320834
A9WDZ1,1,True,True,0,0.019442184,0.09404996,0.5524247,0.0860812,0.67568386,4.1905665,0.007020626,0.008246051,0.052667994
A9WQ57,1,True,True,0,0.01304737,0.10309695,0.6831866,0.045533586,0.171541,1.090486,0.053292487,0.06381063,0.28020638
B0CJI2,1,True,True,0,0.012259646,0.061144225,0.39138642,0.03069316,0.131521,0.79246473,0.008233202,0.014652726,0.09578035
B0JJ52,1,True,True,0,0.01983234,0.09012007,0.56050956,0.06319051,0.44301975,2.8127189,0.009658166,0.02402675,0.14105818
B0K626,1,True,True,0,0.08112357,0.18461236,0.93499285,0.023129381,0.24401829,1.7272577,0.0036724943,0.0073427926,0.05289659
B0K736,1,True,True,0,0.07212659,0.1889022,0.9801361,0.028947398,0.25342634,1.7689369,0.0040237093,0.008991072,0.06320692
B0KI41,1,True,True,0,0.020217055,0.111212865,0.65291137,0.038564954,0.13170065,0.73658514,0.036009606,0.03866345,0.17536089
B0R7J1,1,True,True,0,0.14082722,0.28962967,1.2722304,0.020542216,0.106603205,0.65687305,0.05675887,0.09020067,0.38982913
B0RHB5,1,True,True,0,0.05045341,0.14830661,0.8170325,0.047890782,0.23197472,1.311876,0.06526443,0.07155548,0.28698957
B0SDS4,1,True,True,0,0.057498094,0.1914966,0.98808545,0.046853494,0.22422321,1.4721117,0.00063689897,0.0022307383,0.019305356
B0SLU7,1,True,True,0,0.05749899,0.19149739,0.98808664,0.035375632,0.18361536,1.2613724,0.00093500066,0.0026430706,0.022314891
B0T7A1,1,True,True,0,0.012739112,0.09925323,0.64331996,0.020292673,0.17382652,1.299887,0.0053529013,0.010663915,0.07321608
B0TDN0,1,True,True,0,0.047675747,0.21713065,1.2109301,0.023021467,0.20676678,1.5252619,0.0124593945,0.01830001,0.109739795
B0V8S1,1,True,True,0,0.030691477,0.104831025,0.6013215,0.03403408,0.27176678,1.6933281,0.0126995705,0.036144864,0.21248052
B0VPC2,1,True,True,0,0.030604625,0.10795618,0.61502725,0.036403853,0.31162503,1.9168433,0.015296766,0.041595377,0.23566556
B1H0E9,1,True,True,0,0.03010842,0.1621942,1.012033,0.09568604,0.17738383,0.91952944,0.00089145266,0.0015891965,0.014163984
B1I559,1,True,True,0,0.055374116,0.1913447,1.0034069,0.048246372,0.109968126,0.6363446,0.0015205707,0.0043874294,0.0350663
B1ILA6,1,True,True,0,0.021570586,0.13044366,0.76245004,0.047659334,0.13542679,0.7423123,0.0051818667,0.009597777,0.06316484
B1JED5,1,True,True,0,0.022182574,0.10909407,0.6474435,0.035598654,0.10530198,0.64450836,0.021966929,0.023686118,0.11998001
B1JUA1,1,True,True,0,0.06741773,0.19909972,0.932915,0.011431749,0.101927206,0.7778708,0.0004876176,0.0024969215,0.023064692
B1L870,1,True,True,0,0.011051737,0.13868928,0.9866003,0.13517298,0.40656263,2.723047,0.072977684,0.10258463,0.44320217
B1LU98,1,True,True,0,0.0592863,0.23880385,1.1744015,0.010138822,0.1289699,0.95926344,0.00096419896,0.003252214,0.027852256
B1VH93,1,True,True,0,0.034027968,0.082660496,0.48614675,0.11089075,0.27779448,1.2558063,0.050091833,0.06304252,0.27799273
B1W0M1,1,True,True,0,0.015589181,0.103182845,0.6443213,0.029646492,0.07791902,0.50151783,0.010689723,0.016961105,0.102605164
B1XSV0,1,True,True,0,0.033008125,0.122455925,0.7024818,0.017612476,0.10077787,0.73806965,0.0013651907,0.0040244428,0.033698797
B1YRV7,1,True,True,0,0.06892875,0.20370929,0.93624216,0.009144339,0.101737395,0.7984246,0.00036609895,0.0017204166,0.016551886
B1ZAD1,1,True,True,0,0.05435857,0.22172616,1.0957181,0.010477052,0.13406669,1.0104792,0.0014506048,0.0051626777,0.043348163
B2GBR2,1,True,True,0,0.048038725,0.15867993,0.8929639,0.026826939,0.20410788,1.4683199,0.0019108878,0.0064901817,0.050142337
B2HQA4,1,True,True,0,0.031374864,0.13320673,0.7665838,0.12634283,0.3065212,1.2990105,0.0057756025,0.016307265,0.10644512
B2ICL6,1,True,True,0,0.08280205,0.28025612,1.302474,0.016074922,0.13112727,0.93166447,0.0024940989,0.00470177,0.03731517
B2JHY3,1,True,True,0,0.12427314,0.2989815,1.201877,0.011637289,0.11289458,0.858068,0.0005220798,0.0022594398,0.021006575
B2S980,1,True,True,0,0.012141506,0.06584473,0.41559812,0.019839728,0.10610628,0.67651004,0.00846524,0.015931224,0.10176708
B2SZ63,1,True,True,0,0.122977465,0.29094273,1.178678,0.013031169,0.12276908,0.8961847,0.00058153656,0.0026778607,0.024584541
B2UEE9,1,True,True,0,0.06351678,0.14968552,0.790542,0.007984667,0.09063873,0.68916595,0.005676821,0.009784913,0.06855262
B2UL23,1,True,True,0,0.028675659,0.15241683,0.88486207,0.06122206,0.18860444,1.1766334,0.033438317,0.04608067,0.22337444
B2UX23,1,True,True,0,0.01621927,0.086662054,0.5738975,0.12332799,0.19442448,0.82572055,0.004387962,0.005729979,0.040319588
B3DQA1,1,True,True,0,0.019651713,0.09189077,0.57647026,0.023488762,0.17160842,1.1419984,0.053642657,0.055673018,0.2269651
B3E4Y5,1,True,True,0,0.028968161,0.11403166,0.66846603,0.010811259,0.08883621,0.6448534,0.023398744,0.03163722,0.16808686
B3EDX3,1,True,True,0,0.020105612,0.08821728,0.5667326,0.039760467,0.199295,1.3091974,0.20117278,0.24085212,0.6787923
B3EKC2,1,True,True,0,0.019268217,0.089886084,0.5713071,0.048731264,0.2963871,1.8983431,0.14779893,0.23863545,0.74477035
B3PGA1,1,True,True,0,0.011754009,0.087090164,0.570006,0.036664408,0.10983866,0.66010755,0.08217775,0.08360636,0.29680848
B3PWI5,1,True,True,0,0.012509783,0.06321261,0.39933813,0.046025466,0.22836973,1.2183557,0.0198529,0.027461162,0.15071963
B3Q8C2,1,True,True,0,0.04080109,0.15051825,0.8676491,0.01674354,0.08639638,0.61514276,0.0010655345,0.0026749237,0.02306445
B3QMG8,1,True,True,0,0.014407312,0.10812982,0.6884081,0.09689722,0.13709858,0.58407843,0.11880931,0.20500195,0.6696583
B3QTX2,1,True,True,0,0.016083267,0.10919217,0.7060864,0.12841454,0.22515391,1.0129167,0.1283447,0.13165736,0.40989923
B3R798,1,True,True,0,0.15615213,0.33089453,1.2478356,0.0060162335,0.06316514,0.52053225,0.0005958195,0.0020901228,0.019383479
B3WED4,1,True,True,0,0.07282015,0.18756717,0.9186561,0.014749807,0.16249815,1.2795601,0.0018375457,0.005065537,0.0413255
B4E637,1,True,True,0,0.06741818,0.1991011,0.932918,0.008442131,0.09564185,0.74481636,0.00053893455,0.002709121,0.024920143
B4RBJ4,1,True,True,0,0.017183414,0.106803834,0.66459066,0.009945483,0.11905807,0.9429961,0.08578855,0.09743083,0.3710795
B4S729,1,True,True,0,0.036212366,0.106805414,0.62688816,0.060394824,0.31443092,1.909317,0.3219389,0.5401601,1.180528
B4SD35,1,True,True,0,0.027955266,0.11054571,0.6401064,0.040165775,0.35973096,2.4478889,0.29987836,0.32539898,0.73502344
B4U7F2,1,True,True,0,0.10395644,0.2291523,1.0778712,0.007773517,0.07687361,0.5833889,0.0037065027,0.0075669037,0.05538314
B4UDJ7,1,True,True,0,0.016813273,0.091958635,0.62937343,0.05352819,0.24935532,1.6327298,0.25964168,0.2773411,0.67635196
B5EDR7,1,True,True,0,0.020752553,0.09371175,0.57829404,0.01800525,0.08999486,0.62526244,0.09360496,0.11173855,0.40397254
B5EQE9,1,True,True,0,0.021983722,0.11820204,0.7216137,0.010658617,0.097048014,0.7196394,0.0037265925,0.00547858,0.040013894
B5YE87,1,True,True,0,0.065901734,0.3511428,1.9636106,0.07566015,0.16932781,0.8645162,0.044095457,0.06268345,0.30078042
B5YKN8,1,True,True,0,0.042512666,0.18912852,1.1135566,0.040588137,0.13633908,0.8482974,0.022727745,0.024667626,0.12583733
B5ZV97,1,True,True,0,0.011778157,0.06731817,0.42095876,0.05138572,0.21954632,1.217546,0.010524019,0.019965254,0.12445826
B6JAL6,1,True,True,0,0.041426964,0.19146827,1.0653799,0.01704479,0.085523106,0.6121467,0.0037025374,0.005488342,0.040577635
B7GQ48,1,True,True,0,0.020867685,0.09613958,0.59603924,0.025325997,0.19735585,1.2862403,0.04474223,0.04890771,0.21502085
B7HHG2,1,True,True,0,0.03392409,0.12865356,0.7854245,0.015567836,0.1459082,1.1348555,0.032606628,0.033883687,0.15484953
B7HKD1,1,True,True,0,0.028185107,0.12341304,0.75153804,0.019915184,0.19906512,1.4861019,0.0059763207,0.0071686455,0.04714685
B7INA0,1,True,True,0,0.043666717,0.1619281,0.93295014,0.011819739,0.12850943,0.9952282,0.008986336,0.009816673,0.05884855
B7JA16,1,True,True,0,0.021983536,0.11820163,0.7216115,0.010765031,0.10444693,0.77936256,0.0069024987,0.010081238,0.06736079
B7JFZ2,1,True,True,0,0.02076363,0.11231082,0.71868336,0.014446165,0.18261835,1.3894151,0.008009401,0.009177534,0.057178248
B7KPM4,1,True,True,0,0.059700627,0.23028977,1.1243143,0.009144881,0.1165692,0.87733287,0.0018080268,0.0049528014,0.04079579
B7V3N7,1,True,True,0,0.017723942,0.09027526,0.54786104,0.027213432,0.11366989,0.70833635,0.006109984,0.008710636,0.058863208
B8DA59,1,True,True,0,0.043031987,0.11699026,0.69755054,0.011897619,0.14397228,1.0938139,0.0035473534,0.0058502234,0.041892648
B8DNB6,1,True,True,0,0.09265908,0.22488497,1.1448632,0.021399936,0.071800865,0.4615754,0.034942377,0.054856677,0.2514553
B8DSW4,1,True,True,0,0.034992967,0.13957156,0.7629355,0.025472619,0.13881016,0.9457483,0.025405044,0.027716517,0.13892335
B8E2C5,1,True,True,0,0.09082201,0.32714474,1.6917564,0.072478734,0.16448751,0.85385907,0.05151683,0.06716892,0.30702466
B8EM89,1,True,True,0,0.074369535,0.26263914,1.2372208,0.014275859,0.07175581,0.51919544,0.0034249863,0.004674384,0.035099983
B8G451,1,True,True,0,0.028720016,0.11308954,0.62494993,0.067470916,0.69998014,4.3325744,0.0032635285,0.004637006,0.033671543
B8GJY3,1,True,True,0,0.05173285,0.23282032,1.2281973,0.035842463,0.089656055,0.5763711,0.010197519,0.022016533,0.13287586
B8GU29,1,True,True,0,0.01769641,0.097794436,0.607632,0.027137017,0.09268439,0.60647094,0.005337594,0.00914476,0.063289836
B8GW12,1,True,True,0,0.011604372,0.09675017,0.63351995,0.015330293,0.11246955,0.8658642,0.0075691543,0.014578557,0.09495561
B8HGA0,1,True,True,0,0.022191318,0.096414484,0.59583354,0.30685154,0.7039796,2.818079,0.025345996,0.042524528,0.20935999
B8I5V2,1,True,True,0,0.12992828,0.32844013,1.4334697,0.022048764,0.169806,1.1345716,0.018768972,0.024978885,0.13661475
B8JDL0,1,True,True,0,0.021127118,0.10378939,0.69473207,0.069729984,0.28069866,1.8146889,0.2792367,0.29616442,0.6946409
B8ZRB1,1,True,True,0,0.015966414,0.07738358,0.5211828,0.106858335,0.27838114,1.206778,0.011962939,0.030868128,0.1797094
B9DQ86,1,True,True,0,0.038029935,0.17578408,1.0782208,0.031929124,0.47849336,3.5204089,0.0006419976,0.0013371102,0.012072434
B9E169,1,True,True,0,0.10252631,0.22761554,1.0874658,0.015826527,0.14368194,1.0159312,0.0012199761,0.002714587,0.022764655
B9IUZ7,1,True,True,0,0.028185107,0.12341304,0.75153804,0.01278374,0.15651272,1.2017634,0.005986254,0.007174138,0.047149483
B9K9S0,1,True,True,0,0.011431417,0.14270946,1.0113848,0.029566815,0.27817973,2.2590394,0.12476645,0.1500221,0.5365259
B9KPD2,1,True,True,0,0.06109898,0.20348401,1.0129031,0.013373889,0.15835418,1.1462376,0.00266922,0.0060694977,0.04746501
B9LAD4,1,True,True,0,0.012006074,0.09172861,0.6336559,0.045506645,0.118942335,0.74974644,0.014110304,0.03197376,0.18625715
B9M0L7,1,True,True,0,0.05478984,0.15264809,0.82668746,0.012219481,0.103962414,0.75604844,0.039413307,0.05410003,0.24762161
B9MDV5,1,True,True,0,0.028682662,0.13653629,0.76580274,0.021594541,0.26853323,1.9389551,0.008023738,0.014199598,0.088960476
B9MJR6,1,True,True,0,0.042708304,0.14180799,0.8181043,0.09076903,0.2045163,1.0681566,0.07275889,0.075126715,0.27964345
C0QUG8,1,True,True,0,0.08942243,0.19256347,0.9312666,0.01784981,0.17477375,1.2459745,0.0110806925,0.017576529,0.1085878
C0RFW9,1,True,True,0,0.01214157,0.06584494,0.41559908,0.030535834,0.12969007,0.7826339,0.0078100334,0.014467536,0.09462041
C1A0M3,1,True,True,0,0.030244358,0.10799905,0.65336347,0.037745196,0.12335007,0.74894035,0.014331818,0.03056803,0.17251627
C1ANM3,1,True,True,0,0.025167942,0.119625986,0.74916285,0.1379861,0.32655686,1.3506525,0.17283283,0.21313503,0.6673536
C1ATZ4,1,True,True,0,0.031248892,0.12450641,0.74080455,0.06959903,0.16432446,0.87870634,0.011770666,0.016702905,0.103159755
C1D1S1,1,True,True,0,0.08435521,0.20015718,1.0406114,0.036687978,0.16408288,1.0332727,0.019877387,0.04130929,0.2198439
C1DAK1,1,True,True,0,0.07744551,0.22249395,1.0402882,0.014692544,0.14962642,1.0899041,0.004303683,0.0072375643,0.05341244
C1DJC9,1,True,True,0,0.015955696,0.10581678,0.66218305,0.024261678,0.09480439,0.6219296,0.023655921,0.03953224,0.19772519
C1EMQ4,1,True,True,0,0.019738005,0.11836493,0.7464931,0.013760786,0.18391249,1.4009748,0.010703157,0.01217922,0.07202948
C1FN38,1,True,True,0,0.019670423,0.13551758,0.8068909,0.048168857,0.12077251,0.7258265,0.0077338186,0.009961043,0.06323613
C1L0J5,1,True,True,0,0.054942522,0.13854752,0.7706599,0.010083933,0.13762888,1.054889,0.0039635445,0.005113441,0.03621133
C3K6U9,1,True,True,0,0.021343686,0.08883754,0.5234074,0.024122426,0.10155295,0.6627724,0.0047027376,0.0069421027,0.04860887
C3KVX2,1,True,True,0,0.029394606,0.13368005,0.76738364,0.053051908,0.12213849,0.6823649,0.0042002876,0.0051920554,0.0359643
C3L9Q0,1,True,True,0,0.019781481,0.11521189,0.7255783,0.022018308,0.17723364,1.3202443,0.009547301,0.011182612,0.06789176
C3MBC5,1,True,True,0,0.020558909,0.073039,0.44159308,0.084948756,0.21329492,1.096039,0.005978353,0.012023146,0.08022104
C3MQI6,1,True,True,0,0.03579989,0.13029194,0.73532104,0.082285956,0.17842346,0.91929996,0.02492056,0.02803251,0.13931075
C3MW64,1,True,True,0,0.035626695,0.13030322,0.73888403,0.09233365,0.16467626,0.8141011,0.022682162,0.025280254,0.12794487
C3N6A7,1,True,True,0,0.036134448,0.12930927,0.7355665,0.09255729,0.17830397,0.90291816,0.028262898,0.03109442,0.14986338
C3NER4,1,True,True,0,0.03562856,0.1340125,0.75183594,0.08394731,0.15858594,0.81034636,0.018573074,0.021443218,0.113905825
C3NGY0,1,True,True,0,0.03579942,0.13029215,0.73532313,0.089201756,0.16070917,0.8013947,0.024904868,0.027784834,0.13785926
C3P503,1,True,True,0,0.019781666,0.11521236,0.7255801,0.022830823,0.18797989,1.4066696,0.009542902,0.011162683,0.067750156
C4KHS1,1,True,True,0,0.03562662,0.13030322,0.7388839,0.091396965,0.16581568,0.82477725,0.022592133,0.025181113,0.12756951
C4L173,1,True,True,0,0.021263743,0.13469498,0.8200879,0.027516685,0.42808878,3.0963264,0.002753,0.008682996,0.06378261
C4XSN6,1,True,True,0,0.029480318,0.16106898,0.93174964,0.02109065,0.07649261,0.4912334,0.031716213,0.037864417,0.18118027
C5BMF2,1,True,True,0,0.016826643,0.122858524,0.7397608,0.043066267,0.13434252,0.76967436,0.0030275683,0.0074162288,0.053808272
C5D7P1,1,True,True,0,0.040136095,0.14400256,0.7868282,0.025747837,0.10194628,0.68473,0.0078012613,0.012493928,0.08056056
C6BSE1,1,True,True,0,0.020528948,0.11560134,0.73645234,0.030938424,0.09567998,0.6050104,0.2569823,0.26329312,0.6107726
C6E7F7,1,True,True,0,0.024029039,0.09855548,0.5958652,0.019796237,0.09239897,0.63652056,0.05074932,0.07334652,0.31150967
H9C4A4,1,True,True,0,0.039440427,0.12857635,0.7020494,0.039765324,0.0957143,0.54299664,0.0049819485,0.009946879,0.06684159
O23346,1,True,True,0,0.034426063,1.401278,10.670231,0.09007747,0.53330445,3.1483378,0.2785768,0.36288092,1.0370367
O29277,1,True,True,0,0.046967115,0.28737837,1.6206297,0.26031664,0.36713976,1.310789,0.09149588,0.11047206,0.44120038
O33564,1,True,True,0,0.061098117,0.20348261,1.0128982,0.013389308,0.16198815,1.1730211,0.002605783,0.006103783,0.047772095
O33773,1,True,True,0,0.030683683,0.1386322,0.8027068,0.09003299,0.17086428,0.85854626,0.025351873,0.029027991,0.14469756
O34683,1,True,True,0,0.049942408,0.19579293,1.0625534,0.01419507,0.15162557,1.0790231,0.004142634,0.0061949426,0.044651095
O42621,1,True,True,0,0.06700681,0.23280379,1.2618068,0.01955047,0.072720364,0.48223177,0.010998372,0.028778803,0.16681986
O66455,1,True,True,0,0.06898037,0.23961352,1.2359931,0.008614775,0.088904805,0.6527723,0.012130068,0.01984126,0.1212329
O94126,1,True,True,0,0.027773144,0.12505208,0.7884336,0.016500507,0.064071015,0.4125773,0.31030217,0.32104018,0.6881253
O94153,1,True,True,0,0.03968363,0.0938836,0.5112331,0.035696086,0.09961361,0.6100458,0.006646372,0.012107226,0.07888386
P06633,1,True,True,0,0.02307386,0.08716079,0.5678656,0.057049703,0.088782266,0.4693422,0.0068207956,0.011801416,0.078563616
P0CO22,1,True,True,0,0.038084548,0.071795,0.41263044,0.068071365,0.17455855,0.9684563,0.0040897317,0.0077096326,0.055477105
P0CO23,1,True,True,0,0.03808484,0.071795516,0.41263297,0.07599261,0.17505991,0.9496112,0.0046157264,0.008710852,0.06145263
P16247,1,True,True,0,0.053884696,0.18804124,0.9813972,0.01033486,0.07070795,0.5353466,0.0065245368,0.012470719,0.084188
P18787,1,True,True,0,0.029492402,0.12512048,0.6728909,0.016017517,0.10183543,0.65924114,0.021040658,0.042459905,0.22750935
P34041,1,True,True,0,0.088429265,0.3249645,1.6370982,0.031677302,0.09498658,0.58378273,0.021442147,0.033225007,0.17626089
P34047,1,True,True,0,0.020336468,1.0505133,8.447219,0.15776068,0.58127695,2.9084773,0.16271184,0.23383023,0.8848662
P34048,1,True,True,0,0.058938622,0.81386733,6.4164467,0.15528624,0.59135616,3.1616693,0.18421483,0.25295594,0.9073286
P40374,1,True,True,0,0.018090567,0.06681432,0.42982706,0.010320378,0.04048799,0.29068753,0.020960107,0.022650504,0.11726202
P48054,1,True,True,0,0.011856765,0.062312923,0.41944373,0.029662373,0.19907974,1.3115067,0.22273046,0.24004139,0.6309844
P56090,1,True,True,0,0.009945166,0.070347145,0.4943396,0.28516337,0.3922007,1.1377858,0.0027255323,0.0031472703,0.023008902
P58877,1,True,True,0,0.048654262,0.1470494,0.8240299,0.04343162,0.22225499,1.4135873,0.0069849268,0.010502801,0.06960152
P58878,1,True,True,0,0.034208473,0.17512,1.0026051,0.030925244,0.09317386,0.6166116,0.009452174,0.018218217,0.11241003
P58879,1,True,True,0,0.015811285,0.0883937,0.59084314,0.04183282,0.16557083,0.98665196,0.03876688,0.073728696,0.34321937
P58880,1,True,True,0,0.03847911,0.39225078,2.4958735,0.112115405,1.4453728,9.390635,0.030334443,0.113412715,0.6273736
